"Xlong";"Ylat";"UF"
-61.090129173859;-4.44627564797178;"AM"
-67.8241152027855;-8.64784112748224;"AM"
-67.4035810741177;-5.1570587961236;"AM"
-65.5395333759533;-5.14044760755729;"AM"
-64.1704553986993;-4.91277581046335;"AM"
-64.3053537252266;-5.20123805785552;"AM"
-63.7661453688704;-5.08510405445937;"AM"
-61.9780106767965;-3.80367456585634;"AM"
-73.5118633962562;-7.0841279325448;"AM"
-72.2217424815148;-7.36081868547481;"AM"
-62.7669825906586;-6.76483966438565;"AM"
-60.1246737865871;-3.20831506171264;"AM"
-58.6730663302168;-3.6521560332831;"AM"
-59.2333245013841;-2.69271321058739;"AM"
-59.1704729750985;-2.66220020913053;"AM"
-69.0607876400557;-6.06130681030452;"AM"
-65.0048582570395;-7.08756616157945;"AM"
-64.5559461548971;-7.94509022972081;"AM"
-64.8657775755506;-8.72713391241152;"AM"
-61.3188213124545;-2.87715423482936;"AM"
-59.5977927879011;-3.10782387366984;"AM"
-60.6031898593577;-2.26504546334036;"AM"
-60.1336407263111;-2.66002970938571;"AM"
-60.2243429732602;-2.02254266583826;"AM"
-60.2146498358529;-2.23130617259536;"AM"
-60.3756270943023;-2.57952027844265;"AM"
-59.9496640632721;-2.92365710656624;"AM"
-60.0946209881594;-2.40444067941047;"AM"
-59.9363766334532;-3.01424918984529;"AM"
-60.4296284772502;-2.47595074974932;"AM"
-59.828744341284;-2.80669944722671;"AM"
-60.3774168629106;-2.30871084922459;"AM"
-60.5348726479197;-2.89490588756744;"AM"
-59.9856412944803;-2.73759179933928;"AM"
-60.4807718012715;-3.00660846466664;"AM"
-60.1379971830687;-2.70875571895391;"AM"
-60.3447355462099;-2.84781941462774;"AM"
-60.6410406729067;-2.58236567296553;"AM"
-60.4836273062322;-2.10661378170829;"AM"
-59.8138341533858;-2.82402694915887;"AM"
-60.68700841079;-2.74615580929909;"AM"
-60.0809328909777;-2.66485659957398;"AM"
-60.3609253469994;-2.38637536354363;"AM"
-60.1132004159316;-2.94045372580644;"AM"
-60.3747505177977;-2.91458525914233;"AM"
-60.0366909213364;-2.7494442575518;"AM"
-60.2935566388676;-2.6994537844602;"AM"
-60.229797495869;-2.71239361862186;"AM"
-59.4415206305729;-3.14253873256035;"AM"
-60.3297808060329;-2.24904081736691;"AM"
-60.2348475747835;-2.80722743506543;"AM"
-60.119070782261;-2.32357015759219;"AM"
-60.7516428748332;-2.40690336777363;"AM"
-60.6029199699545;-2.02735543655697;"AM"
-60.5930553864455;-2.58557388144545;"AM"
-60.5973711535893;-2.90547238407657;"AM"
-60.5525102627091;-2.22737166932318;"AM"
-60.5473715954321;-2.97036873079371;"AM"
-59.5521984213265;-3.10345972546376;"AM"
-60.726207443024;-2.47986121005844;"AM"
-60.1462117317505;-2.41637114970479;"AM"
-59.7089019875368;-3.00801661793608;"AM"
-60.3114075118443;-2.30762194883544;"AM"
-60.1709455987439;-2.70899120680988;"AM"
-59.5938711348223;-2.99141492160503;"AM"
-60.12843292112;-2.57652575534303;"AM"
-60.741792593915;-2.60810284289066;"AM"
-60.3571479183575;-2.30014807758387;"AM"
-59.5916990474938;-3.040768963187;"AM"
-59.9957814849867;-2.84249566938262;"AM"
-60.1514249925828;-3.03017801560927;"AM"
-59.557346200496;-3.08647298572585;"AM"
-60.2107980710827;-3.07373129582964;"AM"
-60.4411408588151;-2.92863106725737;"AM"
-59.7647605227679;-2.98199100506492;"AM"
-60.5413418034231;-2.44717711348552;"AM"
-60.6305864300486;-2.76613380275201;"AM"
-60.4679282386461;-2.09317296566442;"AM"
-60.3703002063884;-2.29560172023252;"AM"
-61.9900999671035;-7.94833772204351;"AM"
-57.8806158238929;-3.81750571620651;"AM"
-63.33375020687;-2.46188620774541;"AM"
-59.8209290320799;-5.59375389815308;"AM"
-67.4120129778609;1.29885184934363;"AM"
-69.1637573695229;1.17313428265043;"AM"
-67.4384569666162;1.12164410540368;"AM"
-69.0127260638028;1.42940324357711;"AM"
-69.6364709592704;-4.01915739151184;"AM"
-66.8346141244052;-5.82061498115305;"AM"
-65.0716335672839;-4.21304235700984;"AM"
-64.240379638304;-3.74835521538276;"AM"
-65.7743423208827;-4.51227082498837;"AM"
-67.3378179807309;-2.86333444030955;"AM"
