"Xlong";"Ylat";"UF"
-64.1174287064699;-1.84115980428643;"AM"
-59.2168356045103;-5.49266382834874;"AM"
-64.2658315123245;-2.51007777797524;"AM"
-64.1504507357813;-3.25730210328475;"AM"
-64.2235944001283;-4.7814304923825;"AM"
-64.4796677557845;-4.10943214134313;"AM"
-72.6600108918967;-7.41575069936458;"AM"
-73.3418550161365;-7.01538134232163;"AM"
-61.9275914414879;-6.46087716532406;"AM"
-62.9941533721006;-7.56908721582033;"AM"
-59.3131451305142;-2.98525470292661;"AM"
-59.0896409885865;-2.69967752171215;"AM"
-58.2474950932944;-3.3538691634452;"AM"
-68.5828262509406;-4.88931122477632;"AM"
-66.2810595895676;-9.2629282840481;"AM"
-66.0732275245013;-7.62225752824452;"AM"
-66.7593657359201;-8.48286105679814;"AM"
-60.6456227976829;-2.50951497023925;"AM"
-60.5859211633494;-2.89775153516326;"AM"
-60.3622954739025;-2.23606782503892;"AM"
-59.5734947796958;-2.95397716225591;"AM"
-60.0205823686672;-2.14724539432209;"AM"
-59.9803035946749;-2.8268043035455;"AM"
-60.2792163056461;-2.01022332814056;"AM"
-60.6221285742382;-2.10202708608937;"AM"
-60.4235520169744;-2.28624176367652;"AM"
-60.6055151061434;-2.38044543517753;"AM"
-60.114221597244;-2.75911531954538;"AM"
-60.6899610279081;-2.76343684038613;"AM"
-60.5514330599736;-2.61000138812698;"AM"
-59.5477996796789;-2.9994443632802;"AM"
-60.5414777365187;-2.88732530983631;"AM"
-60.7351975348452;-2.60122919864487;"AM"
-60.3745623633219;-2.29758412120398;"AM"
-60.1652999270707;-2.90594175175764;"AM"
-60.1049690825399;-2.22731660454534;"AM"
-59.9613881615829;-2.85446332003921;"AM"
-60.1907453945046;-2.11728100302629;"AM"
-60.2227861764655;-2.56435727406759;"AM"
-60.6137592716096;-2.746174810878;"AM"
-60.0358392197313;-3.02468926560134;"AM"
-60.2815834506555;-2.0393838241417;"AM"
-60.1189452623157;-3.13630278191995;"AM"
-60.3317768913787;-2.50233433212619;"AM"
-59.9908731756965;-2.97090024003293;"AM"
-60.1716827950487;-2.76763286838774;"AM"
-59.5465929309651;-3.109217998893;"AM"
-60.1248619183991;-2.83990989934187;"AM"
-59.8017669737106;-2.91843034889549;"AM"
-60.1036009582831;-2.67321392184123;"AM"
-60.2381270029489;-2.59691110049374;"AM"
-60.5764418783737;-2.93110943320207;"AM"
-60.3871557083959;-2.43976684740745;"AM"
-60.4825143401232;-2.44830157881603;"AM"
-60.4281537329918;-2.01010458981153;"AM"
-60.5747513561556;-2.62197111760266;"AM"
-60.4823249547184;-2.63208707406651;"AM"
-59.5362462130748;-3.09246283175889;"AM"
-60.1902226603543;-3.0440703040408;"AM"
-60.1398035902576;-2.48734816180542;"AM"
-60.7327913191356;-2.78468178184703;"AM"
-60.3911567661818;-2.48988544914406;"AM"
-60.5374854155723;-2.17360796357039;"AM"
-60.4675127090467;-2.88650676642079;"AM"
-60.6339513733657;-2.59313838895876;"AM"
-60.4552072554361;-2.68666575666517;"AM"
-60.2528274047282;-2.49471961129922;"AM"
-60.0821417917497;-3.11962123825215;"AM"
-60.5001874546986;-2.48454629393295;"AM"
-60.2453515760507;-2.86313593728468;"AM"
-60.6401442382345;-2.49589849319775;"AM"
-60.6092042127578;-2.93816929397639;"AM"
-60.3113239647634;-3.02061241924763;"AM"
-60.760706526516;-2.64327246788889;"AM"
-59.5570336071355;-3.01064325142652;"AM"
-60.6186701388843;-2.11708316232543;"AM"
-61.0497396383574;-5.81234006518964;"AM"
-58.7367402284313;-3.81771306281909;"AM"
-62.5962376222387;-2.96184570294805;"AM"
-60.4703806871967;-6.14907918903511;"AM"
-60.2612121041538;-6.83930276540574;"AM"
-66.5776686281525;0.30063127802685;"AM"
-68.8814961487753;1.04859584336635;"AM"
-69.1024231151864;-0.443485680124722;"AM"
-66.576735847462;-0.286784107382409;"AM"
-69.7955845822534;-3.78995961534791;"AM"
-67.6519498815574;-6.11199934778735;"AM"
-66.2722651067562;-5.29722488060594;"AM"
-66.1532435854944;-4.72934171345085;"AM"
-66.0127113629738;-5.33607614823151;"AM"
